Airl.Desig,FltNo,ArrDep,Date LT,Time LT,ORIGDEST,PREVNEXT,Serv.type,ICAO ActType,IATA ActType,Seats,Season
2F,5145,A,08-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,09-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,11-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,12-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,13-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,14-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,15-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,16-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,18-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,19-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,20-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,21-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,22-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,23-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,25-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,26-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,27-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,28-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,29-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,30-Aug-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,01-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,02-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,03-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,04-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,05-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,06-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,08-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,09-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,10-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,11-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,12-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,13-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,15-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,16-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,17-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,18-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,19-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,20-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,22-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,23-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,24-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,25-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,26-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,27-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,29-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,30-Sep-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,01-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,02-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,03-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,04-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,06-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,07-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,08-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,09-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,10-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,11-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,13-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,14-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,15-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,16-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,17-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,18-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,20-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,21-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,22-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,23-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,24-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5145,A,25-Oct-2025,0945,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,30-Mar-2025,0940,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,06-Apr-2025,0940,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,13-Apr-2025,0940,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,20-Apr-2025,0940,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,27-Apr-2025,0940,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,02-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,03-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,09-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,10-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,16-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,17-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,23-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,24-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,30-Apr-2025,1030,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,04-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,11-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,18-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,25-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,01-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,08-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,15-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,22-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,29-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,06-Jul-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,13-Jul-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,20-Jul-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,27-Jul-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,03-Aug-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,10-Aug-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,17-Aug-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,24-Aug-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,31-Aug-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,07-Sep-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,14-Sep-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,21-Sep-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,28-Sep-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,05-Oct-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,12-Oct-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,19-Oct-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,07-May-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,08-May-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,14-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,15-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,21-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,22-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,28-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,29-May-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,04-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,05-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,11-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,12-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,18-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,19-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,25-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,26-Jun-2025,0955,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,02-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,03-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,09-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,10-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,16-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,17-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,23-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,24-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,30-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,31-Jul-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,06-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,07-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,13-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,14-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,20-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,21-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,27-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,28-Aug-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,03-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,04-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,10-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,11-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,17-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,18-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,24-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,25-Sep-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,01-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,02-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,08-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,09-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,15-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,16-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,22-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5146,D,23-Oct-2025,1015,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,30-Mar-2025,1405,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,02-Apr-2025,1430,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,03-Apr-2025,1430,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,06-Apr-2025,1410,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,13-Apr-2025,1410,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,20-Apr-2025,1410,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,27-Apr-2025,1410,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,09-Apr-2025,1455,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,10-Apr-2025,1455,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,16-Apr-2025,1430,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,17-Apr-2025,1430,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,23-Apr-2025,1430,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,24-Apr-2025,1430,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,30-Apr-2025,1430,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,04-May-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,07-May-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,08-May-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,11-May-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,14-May-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,15-May-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,21-May-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,22-May-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,28-May-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,29-May-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,04-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,05-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,11-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,12-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,18-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,19-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,25-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,26-Jun-2025,1400,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,18-May-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,25-May-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,01-Jun-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,08-Jun-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,15-Jun-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,22-Jun-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,29-Jun-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,02-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,03-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,06-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,09-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,10-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,13-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,16-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,17-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,20-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,23-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,24-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,27-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,30-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,31-Jul-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,03-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,06-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,07-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,10-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,13-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,14-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,17-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,20-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,21-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,24-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,27-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,28-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,31-Aug-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,03-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,04-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,07-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,10-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,11-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,14-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,17-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,18-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,21-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,24-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,25-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,28-Sep-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,01-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,02-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,05-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,08-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,09-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,12-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,15-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,16-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,19-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,22-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5147,A,23-Oct-2025,1420,RRJ,RRJ,J,C208,208,9,S25
2F,5150,D,31-Mar-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,04-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,07-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,11-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,14-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,18-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,21-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,25-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5150,D,28-Apr-2025,0945,FRC,FRC,J,C208,208,9,S25
2F,5151,A,31-Mar-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,04-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,07-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,11-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,14-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,18-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,21-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,25-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5151,A,28-Apr-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5190,D,05-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,09-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,12-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,16-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,19-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,23-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,26-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,30-May-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,02-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,06-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,09-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,13-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,16-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,23-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,27-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,30-Jun-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,04-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,07-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,11-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,14-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,18-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,21-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,25-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,28-Jul-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,01-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,04-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,08-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,11-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,15-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,18-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,22-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,25-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,29-Aug-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,01-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,05-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,08-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,12-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,15-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,19-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,22-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,26-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,29-Sep-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,03-Oct-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,06-Oct-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,10-Oct-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,13-Oct-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,17-Oct-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,20-Oct-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5190,D,24-Oct-2025,0955,FRC,FRC,J,C208,208,9,S25
2F,5191,A,05-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,09-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,12-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,16-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,19-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,23-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,26-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,30-May-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,02-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,06-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,09-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,13-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,16-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,23-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,27-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,30-Jun-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,04-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,07-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,11-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,14-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,18-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,21-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,25-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
2F,5191,A,28-Jul-2025,1345,FRC,FRC,J,C208,208,9,S25
